,station,station_name,station_lat,station_lng,arrival_pred,demand_pred,difference
243,13289,Eckhart Park,41.89637337,-87.66098386,23.0,40.0,-17.0
244,KA1504000116,Larrabee St & Oak St,41.90021949323,-87.6429854676,2.0,4.0,-2.0
245,TA1305000039,Elston Ave & Cortland St,41.9165165,-87.6666725,0.0,11.0,-11.0
246,TA1307000048,Fort Dearborn Dr & 31st St,41.838556,-87.608218,0.0,0.0,0.0
247,TA1307000070,Damen Ave & Thomas St (Augusta Blvd),41.901315,-87.677409,11.0,8.0,3.0
248,TA1307000124,Michigan Ave & 14th St,41.864059,-87.623727,7.0,7.0,0.0
249,TA1309000006,Larrabee St & Armitage Ave,41.918084,-87.643749,7.0,8.0,-1.0
250,TA1309000055,Emerald Ave & 31st St,41.83820951,-87.64523077,29.0,19.0,10.0
251,13285,Wood St & Taylor St (Temp),41.869327,-87.67350266666666,7.0,2.0,5.0
252,13409,Sangamon St & Washington Blvd,41.883165,-87.6511,6.0,53.0,-47.0
253,KA1504000171,Marine Dr & Ainslie St,41.9716,-87.650154,11.0,10.0,1.0
254,KA1706005007,Delano Ct & Roosevelt Rd,41.867491,-87.63219,31.0,35.0,-4.0
255,SL-012,Wabash Ave & 16th St,41.860384,-87.625813,31.0,10.0,21.0
256,TA1309000014,Clark St & Leland Ave,41.96705642894563,-87.6669904589653,24.0,14.0,10.0
257,TA1309000043,Southport Ave & Irving Park Rd,41.954177,-87.664358,14.0,11.0,3.0
258,TA1309000059,Racine Ave & Wrightwood Ave,41.928887,-87.658971,0.0,11.0,-11.0
259,WL-008,Clinton St & Roosevelt Rd,41.86703266666667,-87.64108116666667,26.0,8.0,18.0
260,TA1309000030,Southport Ave & Clybourn Ave,41.920822501,-87.66378808,8.0,7.0,1.0
261,TA1309000063,Lake Park Ave & 56th St,41.79331216666667,-87.5877055,8.0,4.0,4.0
262,13006,LaSalle St & Washington St,41.882664,-87.63253,22.0,8.0,14.0
263,13068,Western Ave & Winnebago Ave,41.91552,-87.687022,9.0,13.0,-4.0
264,13150,Michigan Ave & 18th St,41.857813,-87.62455,36.0,16.0,20.0
265,13196,Carpenter St & Huron St,41.894555807,-87.653463006,17.0,31.0,-14.0
266,13224,Ashland Ave & Blackhawk St,41.90707066666667,-87.667245,0.0,0.0,0.0
267,15550,Canal St & Taylor St,41.870257,-87.639474,27.0,25.0,2.0
268,20246.0,N Green St & W Lake St,41.89,-87.65,0.0,17.0,-17.0
269,620,Orleans St & Chestnut St (NEXT Apts),41.898083166666666,-87.63759066666667,15.0,35.0,-20.0
270,KA1504000079,Larrabee St & Division St,41.90348607004,-87.6433534936,11.0,8.0,3.0
271,KA1504000104,Paulina St & Flournoy St,41.87295,-87.66913,2.0,5.0,-3.0
272,TA1305000004,McCormick Place,41.851563811,-87.618878841,56.0,30.0,26.0
273,TA1305000005,Dearborn St & Adams St,41.8793563587,-87.6297910363,7.0,4.0,3.0
274,13075,Wentworth Ave & Cermak Rd,41.85308455741279,-87.63193130493164,7.0,14.0,-7.0
275,13108,Broadway & Argyle St,41.973815,-87.65966,36.0,23.0,13.0
276,13109,Broadway & Berwyn Ave,41.9784105,-87.65977916666667,20.0,18.0,2.0
277,13128,Clark St & North Ave,41.911974,-87.631942,0.0,0.0,0.0
278,13139,Throop St & Taylor St,41.868968,-87.659141,32.0,29.0,3.0
279,18062,Aberdeen St & Randolph St,41.884156,-87.6543355,4.0,8.0,-4.0
280,KA1503000044,Rush St & Hubbard St,41.890173,-87.626185,13.0,2.0,11.0
281,TA1305000009,Clark St & Ida B Wells Dr,41.8759326655,-87.6305845355,0.0,7.0,-7.0
282,TA1305000037,Paulina Ave & North Ave,41.91039966666666,-87.67012733333334,12.0,5.0,7.0
283,TA1306000011,Wells St & Walton St,41.89993001,-87.63443007,37.0,57.0,-20.0
284,TA1307000163,Clifton Ave & Armitage Ave,41.918216,-87.656936,0.0,0.0,0.0
285,chargingstx4,Morgan St & Lake St*,41.8855025,-87.6523025,6.0,0.0,6.0
286,TA1306000025,Racine Ave & Congress Pkwy,41.87464,-87.65703,22.0,18.0,4.0
287,chargingstx0,Wilton Ave & Diversey Pkwy*,41.932476666666666,-87.65277016666667,0.0,0.0,0.0
288,13036,Michigan Ave & Madison St,41.882134,-87.625125,6.0,55.0,-49.0
289,13194,Ogden Ave & Race Ave,41.891770959,-87.658835649,9.0,2.0,7.0
290,13243,Milwaukee Ave & Wabansia Ave,41.912616,-87.681391,6.0,11.0,-5.0
291,13303,Clark St & Chicago Ave,41.89675,-87.63089,33.0,22.0,11.0
292,13353,Ada St & Washington Blvd,41.882778287,-87.661093831,7.0,7.0,0.0
293,KA1503000072,Wacker Dr & Washington St,41.883193612,-87.637385368,1.0,0.0,1.0
294,TA1307000164,Woodlawn Ave & 55th St,41.795264,-87.596471,17.0,3.0,14.0
295,TA1308000021,Winthrop Ave & Lawrence Ave,41.968828333333335,-87.657595,15.0,29.0,-14.0
296,TA1309000002,Michigan Ave & Jackson Blvd,41.87785,-87.62408,3.0,3.0,0.0
297,TA1309000008,Franklin St & Adams St (Temp),41.879132867,-87.635262251,0.0,9.0,-9.0
298,13074,Broadway & Wilson - Truman College Vaccination Site,41.965221,-87.658139,17.0,32.0,-15.0
299,13138,Canal St & Jackson Blvd,41.87746416666667,-87.63892416666667,11.0,15.0,-4.0
300,13163,Morgan St & 18th St,41.858086,-87.651073,64.0,19.0,45.0
301,13221,Wood St & Milwaukee Ave,41.907591333333336,-87.67250166666666,36.0,21.0,15.0
302,639,Lakefront Trail & Wilson Ave,41.96585366666667,-87.64547033333334,0.0,16.0,-16.0
303,KA1503000015,Wabash Ave & Adams St,41.87937333333333,-87.625492,7.0,2.0,5.0
304,KA1504000134,Ritchie Ct & Banks St,41.906866,-87.626217,15.0,21.0,-6.0
305,TA1309000042,Lincoln Ave & Belmont Ave (Temp),41.93953161982257,-87.6711143553257,12.0,1.0,11.0
306,KA1504000151,Clark St & Bryn Mawr Ave,41.98356733333333,-87.66924333333333,29.0,21.0,8.0
307,chargingstx5,Lincoln Ave & Roscoe St*,41.94323233333333,-87.67080216666666,7.0,2.0,5.0
308,13084,California Ave & Milwaukee Ave,41.922695,-87.697153,8.0,9.0,-1.0
309,13132,Damen Ave & Chicago Ave,41.895769,-87.67722,23.0,7.0,16.0
310,13389,Clarendon Ave & Junior Ter,41.961004,-87.649603,92.0,28.0,64.0
311,15534,Field Blvd & South Water St,41.8862735,-87.61743283333334,11.0,0.0,11.0
312,TA1306000010,Daley Center Plaza,41.88404966666667,-87.62962566666667,27.0,14.0,13.0
313,TA1307000127,Clark St & Grace St,41.95078,-87.659172,13.0,12.0,1.0
314,TA1309000027,Sheridan Rd & Buena Ave,41.95851483333333,-87.6550905,50.0,72.0,-22.0
315,WL-011,Jefferson St & Monroe St,41.880329633634624,-87.64274597167967,14.0,31.0,-17.0
316,13191,Sedgwick St & Webster Ave,41.922249556,-87.638997793,50.0,32.0,18.0
317,13217,Calumet Ave & 33rd St,41.8349,-87.61793,33.0,48.0,-15.0
318,13294,Greenview Ave & Diversey Pkwy,41.9327085,-87.66596633333333,4.0,6.0,-2.0
319,13427,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,5.0,14.0,-9.0
320,SL-010,Financial Pl & Ida B Wells Dr,41.875021,-87.63312333333333,13.0,54.0,-41.0
321,TA1305000035,State St & Van Buren St,41.877181,-87.627844,14.0,9.0,5.0
322,TA1307000111,Franklin St & Lake St,41.885837,-87.6355,6.0,9.0,-3.0
323,TA1307000140,Western Ave & Leland Ave,41.966399801840986,-87.68870428204536,0.0,0.0,0.0
324,13085,Kedzie Ave & Milwaukee Ave,41.929623166666666,-87.7080785,7.0,10.0,-3.0
325,15529,Mies van der Rohe Way & Chestnut St,41.8985866514,-87.6219152258,9.0,14.0,-5.0
326,15535,Desplaines St & Randolph St,41.88462583333333,-87.644412,0.0,6.0,-6.0
327,TA1306000032,Sheffield Ave & Willow St,41.9138095,-87.6528395,4.0,12.0,-8.0
328,TA1307000001,Greenview Ave & Fullerton Ave,41.92533,-87.6658,0.0,5.0,-5.0
329,TA1307000062,Sedgwick St & Huron St,41.894666,-87.638437,46.0,23.0,23.0
330,TA1307000166,Halsted St & Willow St,41.913865,-87.648755,0.0,21.0,-21.0
331,chargingstx3,Green St & Randolph St*,41.883601657275165,-87.64862671494483,15.0,20.0,-5.0
332,13379,Clarendon Ave & Gordon Ter,41.95786652415174,-87.64950513839722,39.0,10.0,29.0
333,13058,Dayton St & North Ave,41.910643666666665,-87.64940066666666,-0.0,29.0,-29.0
334,13156,Aberdeen St & Monroe St,41.880377293,-87.655660272,9.0,3.0,6.0
335,13192,Halsted St & Dickens Ave,41.919936,-87.64883,18.0,11.0,7.0
336,13276,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,8.0,-0.0,8.0
337,15530,Rush St & Superior St,41.895365,-87.626167,0.0,0.0,0.0
338,TA1309000011,Ellis Ave & 58th St,41.788746,-87.601334,0.0,10.0,-10.0
339,TA1309000036,Burling St & Diversey Pkwy,41.93314,-87.64776,18.0,25.0,-7.0
340,TA1308000009,Shore Dr & 55th St,41.795172811,-87.580889583,0.0,0.0,0.0
341,KP1705001026,LaSalle Dr & Huron St,41.894877,-87.632326,13.0,0.0,13.0
342,TA1308000029,Stetson Ave & South Water St,41.8865695,-87.62193866666667,37.0,53.0,-16.0
343,13034,Michigan Ave & Pearson St,41.89751016666666,-87.62357616666667,9.0,32.0,-23.0
344,13154,Sheffield Ave & Kingsbury St,41.910522,-87.653106,29.0,18.0,11.0
345,13323,Broadway & Sheridan Rd,41.952833,-87.649993,34.0,34.0,0.0
346,KA1503000041,McClurg Ct & Erie St,41.894503,-87.617854,27.0,29.0,-2.0
347,TA1305000017,Halsted St & Roosevelt Rd,41.867324,-87.648625,27.0,12.0,15.0
348,TA1305000030,Clark St & Randolph St,41.884386897,-87.631913304,3.0,5.0,-2.0
349,TA1307000113,Southport Ave & Wrightwood Ave,41.928773,-87.663913,8.0,12.0,-4.0
350,TA1307000131,Wabash Ave & Wacker Pl,41.886875,-87.62603,0.0,0.0,0.0
351,TA1308000022,Pine Grove Ave & Irving Park Rd,41.954392166666665,-87.64810583333333,34.0,6.0,28.0
352,TA1309000064,Wolcott Ave & Polk St,41.871262,-87.673688,32.0,5.0,27.0
353,KA1504000133,Rush St & Cedar St,41.90249266666667,-87.6278515,7.0,2.0,5.0
354,KA1504000146,Clark St & Berwyn Ave,41.97803062248656,-87.66856491565704,2.0,73.0,-71.0
355,13033,Milwaukee Ave & Grand Ave,41.89147783333333,-87.64849433333333,21.0,27.0,-6.0
356,13056,Canal St & Monroe St,41.88169,-87.63953,8.0,14.0,-6.0
357,13136,Damen Ave & Division St,41.903266,-87.678435,17.0,7.0,10.0
358,13338,Mies van der Rohe Way & Chicago Ave,41.89731133333333,-87.62171483333333,18.0,36.0,-18.0
359,SL-011,Wells St & Polk St,41.87273154226308,-87.63351649045944,37.0,11.0,26.0
360,TA1305000020,Ogden Ave & Chicago Ave,41.896362458,-87.6540612729,32.0,15.0,17.0
361,TA1307000107,Sheridan Rd & Montrose Ave,41.9616705,-87.6546455,35.0,23.0,12.0
362,TA1307000139,MLK Jr Dr & 29th St,41.84202483333333,-87.61695583333334,62.0,64.0,-2.0
363,TA1309000023,Sheffield Ave & Wrightwood Ave,41.92873883333333,-87.653843,25.0,11.0,14.0
364,TA1309000037,Kimbark Ave & 53rd St,41.799568,-87.594747,31.0,32.0,-1.0
365,13133,Damen Ave & Cortland St,41.915983,-87.677335,12.0,0.0,12.0
366,13157,Aberdeen St & Jackson Blvd,41.87772613,-87.65478743,25.0,31.0,-6.0
367,13265,Kingsbury St & Erie St,41.89380805624359,-87.64169722795485,16.0,24.0,-8.0
368,15539,Desplaines St & Jackson Blvd,41.878119,-87.643948,12.0,12.0,0.0
369,TA1305000003,Fairbanks Ct & Grand Ave,41.89184737210993,-87.62058019638062,22.0,11.0,11.0
370,TA1309000001,Halsted St & Maxwell St,41.864883,-87.647071,14.0,44.0,-30.0
371,LP-,Lincoln Park Conservatory,41.92393131136619,-87.63582453131676,-0.0,-0.0,0.0
372,RN-,Franklin St & Illinois St,41.89102331025185,-87.63547986745834,19.0,37.0,-18.0
373,TA1309000004,LaSalle St & Jackson Blvd,41.878166,-87.631929,14.0,4.0,10.0
374,13050,State St & Kinzie St,41.889081001,-87.627020717,28.0,7.0,21.0
375,13229,Southport Ave & Belmont Ave,41.93944333333334,-87.663795,17.0,3.0,14.0
376,15576,Lakefront Trail & Bryn Mawr Ave,41.98404411519213,-87.65228122472763,6.0,0.0,6.0
377,KA1503000012,Clark St & Lake St,41.88602082773,-87.6308760584,0.0,1.0,-1.0
378,TA1305000034,Honore St & Division St,41.903085828,-87.673922777,13.0,12.0,1.0
379,TA1307000136,Clark St & Wellington Ave,41.936530833333336,-87.64748416666667,22.0,1.0,21.0
380,TA1309000010,Wabash Ave & 9th St,41.870802402,-87.625826716,14.0,23.0,-9.0
381,chargingstx1,Bissell St & Armitage Ave*,41.9184775,-87.652211,33.0,57.0,-24.0
382,13160,May St & Taylor St,41.8694821,-87.6554864,25.0,35.0,-10.0
383,TA1305000006,Dearborn St & Monroe St,41.881319815,-87.6295209193,37.0,18.0,19.0
384,TA1305000022,Orleans St & Merchandise Mart Plaza,41.888203833333336,-87.6371395,22.0,30.0,-8.0
385,TA1306000003,Desplaines St & Kinzie St,41.888716036,-87.6444478533,47.0,51.0,-4.0
386,TA1306000026,Racine Ave & Fullerton Ave,41.92556258,-87.65840426,24.0,20.0,4.0
387,TA1307000006,Southport Ave & Wellington Ave,41.935733,-87.663576,10.0,13.0,-3.0
388,TA1308000019,Racine Ave & Belmont Ave,41.939743,-87.658865,13.0,0.0,13.0
389,TA1309000024,Clark St & Schiller St,41.908083,-87.6315775,39.0,0.0,39.0
390,TA1309000035,Clark St & Winnemac Ave,41.973341833333336,-87.66784033333333,16.0,29.0,-13.0
391,623,Michigan Ave & 8th St,41.872773,-87.623981,0.0,30.0,-30.0
392,SL-008,Federal St & Polk St,41.87207763285,-87.6295437729,23.0,5.0,18.0
393,TA1305000029,State St & Randolph St,41.88472266666667,-87.62797533333334,12.0,60.0,-48.0
394,TA1307000038,Sedgwick St & North Ave,41.911386,-87.638677,36.0,63.0,-27.0
395,13021,Clinton St & Lake St,41.88563166666667,-87.64187583333333,1.0,19.0,-18.0
396,TA1306000029,McClurg Ct & Ohio St,41.892824,-87.61719116666667,19.0,20.0,-1.0
397,TA1309000061,Halsted St & Wrightwood Ave,41.929143,-87.649077,21.0,34.0,-13.0
398,TA1309000066,Ravenswood Ave & Lawrence Ave,41.96909,-87.674237,12.0,12.0,0.0
399,13017,Franklin St & Chicago Ave,41.896901965,-87.635663271,20.0,48.0,-28.0
400,13158,Peoria St & Jackson Blvd,41.87756866666667,-87.64943466666666,25.0,33.0,-8.0
401,13263,Columbus Dr & Randolph St,41.8845085,-87.6194555,27.0,37.0,-10.0
402,13277,Broadway & Belmont Ave,41.940106,-87.645451,3.0,6.0,-3.0
403,15545,Burnham Harbor,41.85741178707404,-87.61379152536392,0.0,14.0,-14.0
404,TA1305000041,Damen Ave & Pierce Ave,41.9093960065,-87.6776919292,29.0,30.0,-1.0
405,TA1306000009,Larrabee St & Kingsbury St,41.897764,-87.642884,19.0,49.0,-30.0
406,TA1306000014,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,1.0,7.0,-6.0
407,13071,Southport Ave & Roscoe St,41.943739,-87.66402,4.0,9.0,-5.0
408,TA1306000013,New St & Illinois St,41.89067,-87.61814483333333,33.0,57.0,-24.0
409,TA1306000015,Sangamon St & Lake St,41.88589983333333,-87.6510945,9.0,10.0,-1.0
410,TA1307000064,Lincoln Ave & Diversey Pkwy,41.932225,-87.658617,17.0,23.0,-6.0
411,TA1307000150,Pine Grove Ave & Waveland Ave,41.949288487,-87.646266818,0.0,33.0,-33.0
412,13028,900 W Harrison St,41.874754,-87.649807,57.0,23.0,34.0
413,13061,Ashland Ave & Division St,41.90345,-87.667747,29.0,60.0,-31.0
414,13431,Adler Planetarium,41.86613333333333,-87.607331,0.0,0.0,0.0
415,13193,Larrabee St & Webster Ave,41.921822,-87.64414,15.0,22.0,-7.0
416,13341,Canal St & Madison St,41.882104397,-87.63943243,13.0,29.0,-16.0
417,13430,LaSalle St & Illinois St,41.890771389,-87.631558895,26.0,15.0,11.0
418,TA1307000052,Sheffield Ave & Wellington Ave,41.93632566666667,-87.6525755,29.0,44.0,-15.0
419,TA1307000120,Green St & Madison St,41.881892,-87.648789,50.0,35.0,15.0
420,TA1307000128,Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,-0.0,92.0,-92.0
421,13016,St. Clair St & Erie St,41.89460183333333,-87.62264083333334,17.0,9.0,8.0
422,13235,Southport Ave & Waveland Ave,41.94815,-87.66394,38.0,53.0,-15.0
423,13278,Broadway & Cornelia Ave,41.945529,-87.646439,42.0,33.0,9.0
424,331,Halsted St & Clybourn Ave,41.90965583333333,-87.64812716666667,11.0,28.0,-17.0
425,TA1307000117,Wabash Ave & Grand Ave,41.891466,-87.626761,40.0,14.0,26.0
426,TA1307000151,Wells St & Hubbard St,41.890156031,-87.63438952,38.0,86.0,-48.0
427,TA1309000025,Halsted St & Roscoe St,41.94367,-87.64895,45.0,40.0,5.0
428,TA1309000058,Lincoln Ave & Fullerton Ave,41.924161029067626,-87.64638036489487,13.0,44.0,-31.0
429,TA1305000025,Franklin St & Jackson Blvd,41.8777079559,-87.6353211408,109.0,5.0,104.0
430,TA1306000012,Wells St & Huron St,41.894722,-87.634362,29.0,47.0,-18.0
431,13001,Michigan Ave & Washington St,41.8837205,-87.6244965,22.0,31.0,-9.0
432,13063,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,38.0,83.0,-45.0
433,15541,Buckingham Fountain,41.876423,-87.620339,27.0,19.0,8.0
434,KA1503000064,Dusable Harbor,41.886976,-87.612813,0.0,9.0,-9.0
435,TA1306000016,Sheffield Ave & Fullerton Ave,41.9256018819,-87.6537080423,6.0,18.0,-12.0
436,TA1307000041,DuSable Lake Shore Dr & Wellington Ave,41.9366884494997,-87.63682901859283,0.0,0.0,0.0
437,TA1309000049,DuSable Lake Shore Dr & Belmont Ave,41.940775,-87.639192,0.0,1.0,-1.0
438,TA1308000049,Wells St & Evergreen Ave,41.906724,-87.63483,0.0,4.0,-4.0
439,TA1309000007,Franklin St & Monroe St,41.894209981,-87.620849133,17.0,13.0,4.0
440,21544,State St & Chicago Ave,41.89640816666667,-87.62875933333333,36.0,43.0,-7.0
441,TA1305000011,Michigan Ave & Lake St,41.885905,-87.62503416666667,32.0,33.0,-1.0
442,TA1309000033,Sheffield Ave & Webster Ave,41.921668333333336,-87.653845,45.0,45.0,0.0
443,632,Clark St & Newport St,41.9445165,-87.65469966666667,13.0,31.0,-18.0
444,13045,Dearborn St & Erie St,41.893863333333336,-87.62925816666667,48.0,63.0,-15.0
445,13325,Broadway & Waveland Ave,41.94903866666667,-87.64863616666666,66.0,57.0,9.0
446,638,Clinton St & Jackson Blvd,41.87831661183069,-87.64098107814789,32.0,26.0,6.0
447,TA1309000039,DuSable Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427,0.0,0.0,0.0
448,13029,Field Museum,41.865312,-87.617867,58.0,21.0,37.0
449,KA1504000135,Wells St & Elm St,41.903222,-87.634324,37.0,53.0,-16.0
450,TA1305000014,Clark St & Wrightwood Ave,41.92966283333333,-87.64314483333334,57.0,18.0,39.0
451,TA1307000142,Clark St & Drummond Pl,41.931248,-87.644336,17.0,21.0,-4.0
452,TA1307000121,Halsted St & Polk St,41.87174916666667,-87.6466625,23.0,20.0,3.0
453,TA1307000130,Morgan St & Polk St,41.87202692,-87.65104866,51.0,19.0,32.0
454,TA1305000002,Wabash Ave & Roosevelt Rd,41.86723683333334,-87.62601,38.0,54.0,-16.0
455,SL-005,Indiana Ave & Roosevelt Rd,41.867948166666665,-87.62301416666666,6.0,37.0,-31.0
456,KA1504000076,Ellis Ave & 55th St,41.794367075,-87.601529002,62.0,23.0,39.0
457,TA1307000134,Wilton Ave & Belmont Ave,41.940231918108594,-87.65294373035431,45.0,42.0,3.0
458,13011,Canal St & Adams St,41.879298,-87.63993566666667,30.0,18.0,12.0
459,13216,State St & 33rd St,41.834734,-87.625813,93.0,38.0,55.0
460,KA1503000071,University Ave & 57th St,41.791478,-87.599861,35.0,40.0,-5.0
461,13137,Broadway & Barry Ave,41.93758231600629,-87.6440978050232,48.0,54.0,-6.0
462,KA1503000043,Kingsbury St & Kinzie St,41.88920483333333,-87.63858833333333,40.0,46.0,-6.0
463,TA1309000019,Lakeview Ave & Fullerton Pkwy,41.9258345,-87.63881383333333,29.0,22.0,7.0
464,13332,Loomis St & Lexington St,41.872200166666666,-87.66154183333333,79.0,92.0,-13.0
465,TA1305000032,Clinton St & Madison St,41.88166866666667,-87.64154983333333,22.0,31.0,-9.0
466,TA1307000126,Sheffield Ave & Waveland Ave,41.94923,-87.654422,31.0,38.0,-7.0
467,TA1308000012,Montrose Harbor,41.963982,-87.638181,0.0,9.0,-9.0
468,15544,Shedd Aquarium,41.867226,-87.615355,0.0,31.0,-31.0
469,TA1307000039,Clark St & Elm St,41.902973,-87.63128,131.0,93.0,38.0
470,WL-012,Clinton St & Washington Blvd,41.8833025,-87.64137983333333,0.0,7.0,-7.0
471,13146,Clark St & Armitage Ave,41.918306,-87.636282,0.0,0.0,0.0
472,13179,Clark St & Lincoln Ave,41.915711,-87.63464066666667,6.0,0.0,6.0
473,TA1308000050,Wells St & Concord Ln,41.9118795,-87.6348995,3.0,12.0,-9.0
474,KA1503000014,Ellis Ave & 60th St,41.78509714636,-87.6010727606,48.0,25.0,23.0
475,13042,Michigan Ave & Oak St,41.90096039,-87.62377664,0.0,0.0,0.0
476,TA1308000001,Theater on the Lake,41.926277,-87.630834,0.0,0.0,0.0
477,LF-005,DuSable Lake Shore Dr & North Blvd,41.911722,-87.626804,0.0,0.0,0.0
478,13008,Millennium Park,41.88130566666667,-87.62412,17.0,23.0,-6.0
479,13300,DuSable Lake Shore Dr & Monroe St,41.880958,-87.616743,9.0,1.0,8.0
480,13022,Streeter Dr & Grand Ave,41.892278,-87.612043,0.0,0.0,0.0
